2024-05-30 10:09:23,727: Key.backspace
2024-05-30 10:09:23,737: 'c'
2024-05-30 10:09:23,930: 'a'
2024-05-30 10:09:24,123: 't'
2024-05-30 10:09:24,227: Key.space
2024-05-30 10:09:24,530: 'f'
2024-05-30 10:09:24,730: 'i'
2024-05-30 10:09:24,866: Key.tab
2024-05-30 10:09:25,372: Key.backspace
2024-05-30 10:09:25,522: Key.backspace
2024-05-30 10:09:26,130: '.'
2024-05-30 10:09:26,746: 'l'
2024-05-30 10:09:26,859: Key.tab
2024-05-30 10:09:27,106: Key.enter
2024-05-30 10:09:53,019: Key.caps_lock
2024-05-30 10:09:54,324: 'k'
2024-05-30 10:09:54,795: 'e'
2024-05-30 10:09:55,020: 'e'
2024-05-30 10:09:55,219: 'e'
2024-05-30 10:09:55,411: 'e'
2024-05-30 10:09:55,667: 'e'
2024-05-30 10:09:55,988: 'n'
2024-05-30 10:09:56,355: 'y'
2024-05-30 10:09:56,467: 'a'
2024-05-30 10:09:58,131: '0'
2024-05-30 10:09:58,267: '0'
2024-05-30 10:09:58,379: '0'
2024-05-30 10:09:58,531: '0'
2024-05-30 10:09:58,684: '0'
2024-05-30 10:09:58,860: '0'
2024-05-30 10:09:59,011: '0'
2024-05-30 10:09:59,747: '9'
2024-05-30 10:09:59,891: '9'
2024-05-30 10:10:00,043: '9'
2024-05-30 10:10:00,156: '9'
2024-05-30 10:10:00,323: '9'
2024-05-30 10:10:00,902: '1'
2024-05-30 10:10:01,060: '1'
2024-05-30 10:10:01,283: '1'
2024-05-30 10:10:01,476: '1'
2024-05-30 10:10:01,779: '2'
2024-05-30 10:10:01,964: '2'
2024-05-30 10:10:02,132: '2'
2024-05-30 10:10:02,283: '2'
2024-05-30 10:10:02,883: Key.ctrl
2024-05-30 10:10:03,219: 'c'
2024-05-30 10:10:04,155: Key.tab
2024-05-30 10:10:04,979: Key.caps_lock
2024-05-30 10:10:05,940: 'c'
2024-05-30 10:10:06,083: 'a'
2024-05-30 10:10:06,235: 't'
2024-05-30 10:10:06,347: Key.space
2024-05-30 10:10:06,692: '.'
2024-05-30 10:10:07,483: '/'
2024-05-30 10:10:07,771: 'l'
2024-05-30 10:10:07,971: 'o'
2024-05-30 10:10:08,315: Key.backspace
2024-05-30 10:10:08,475: Key.backspace
2024-05-30 10:10:08,604: Key.backspace
2024-05-30 10:10:08,892: 'l'
2024-05-30 10:10:09,107: 'o'
2024-05-30 10:10:09,246: Key.tab
2024-05-30 10:10:09,795: Key.enter
2024-05-30 10:10:25,468: Key.ctrl
2024-05-30 10:10:25,723: Key.shift
2024-05-30 10:10:26,148: 'V'
2024-05-30 10:10:26,915: Key.enter
2024-05-30 10:10:29,931: Key.up
2024-05-30 10:10:30,340: Key.left
2024-05-30 10:10:30,841: Key.left
2024-05-30 10:10:30,871: Key.left
2024-05-30 10:10:30,902: Key.left
2024-05-30 10:10:30,938: Key.left
2024-05-30 10:10:32,322: Key.backspace
2024-05-30 10:10:32,508: Key.backspace
2024-05-30 10:10:32,900: Key.backspace
2024-05-30 10:10:33,580: Key.enter
2024-05-30 10:10:54,924: Key.shift_r
2024-05-30 10:10:55,053: '#'
2024-05-30 10:10:55,684: Key.space
2024-05-30 10:10:56,340: Key.backspace
2024-05-30 10:10:58,244: 'r'
2024-05-30 10:10:58,348: 'u'
2024-05-30 10:10:58,982: 'n'
2024-05-30 10:10:59,100: Key.space
2024-05-30 10:10:59,348: 'o'
2024-05-30 10:10:59,700: 'n'
2024-05-30 10:10:59,868: Key.space
2024-05-30 10:11:00,197: Key.shift_r
2024-05-30 10:11:00,299: 'B'
2024-05-30 10:11:00,452: 'a'
2024-05-30 10:11:00,715: 'c'
2024-05-30 10:11:00,827: 'k'
2024-05-30 10:11:01,210: 'g'
2024-05-30 10:11:01,468: 'r'
2024-05-30 10:11:01,596: 'o'
2024-05-30 10:11:01,691: 'u'
2024-05-30 10:11:01,925: 'n'
2024-05-30 10:11:02,291: 'd'
2024-05-30 10:11:02,411: Key.space
2024-05-30 10:11:05,444: "'"
2024-05-30 10:11:05,768: Key.ctrl
2024-05-30 10:11:06,989: 'v'
2024-05-30 10:11:08,245: Key.backspace
2024-05-30 10:11:09,597: "'"
2024-05-30 10:11:10,204: Key.ctrl
2024-05-30 10:11:10,868: 's'
2024-05-30 10:11:24,004: Key.shift_r
2024-05-30 10:11:24,556: '~'
2024-05-30 10:11:25,844: '/'
2024-05-30 10:11:27,044: Key.ctrl
2024-05-30 10:11:27,396: 's'
2024-05-30 10:11:31,108: 'l'
2024-05-30 10:11:31,316: 'e'
2024-05-30 10:11:31,533: 'a'
2024-05-30 10:11:31,765: 'v'
2024-05-30 10:11:31,933: 'e'
2024-05-30 10:11:32,062: Key.space
2024-05-30 10:11:32,190: 'k'
2024-05-30 10:11:32,300: 'e'
2024-05-30 10:11:32,789: 'n'
2024-05-30 10:11:33,005: 'y'
2024-05-30 10:11:33,085: 'a'
2024-05-30 10:11:34,097: Key.ctrl
2024-05-30 10:11:34,381: 'c'
2024-05-30 10:11:36,437: 'c'
2024-05-30 10:11:36,539: 'a'
2024-05-30 10:11:36,781: 't'
2024-05-30 10:11:36,917: Key.space
2024-05-30 10:11:38,605: 'k'
2024-05-30 10:11:38,805: 'e'
2024-05-30 10:11:39,757: Key.backspace
2024-05-30 10:11:39,893: Key.backspace
2024-05-30 10:11:40,544: Key.shift_r
2024-05-30 10:11:40,925: '~'
2024-05-30 10:11:41,901: '/'
2024-05-30 10:11:42,445: '.'
2024-05-30 10:11:43,909: 'l'
2024-05-30 10:11:44,117: 'o'
2024-05-30 10:11:44,228: Key.tab
2024-05-30 10:11:45,005: Key.backspace
2024-05-30 10:11:45,182: Key.backspace
2024-05-30 10:11:45,310: Key.backspace
2024-05-30 10:11:45,445: Key.backspace
2024-05-30 10:11:45,638: 'g'
2024-05-30 10:11:45,933: Key.tab
2024-05-30 10:11:46,325: Key.tab
2024-05-30 10:11:46,629: Key.tab
2024-05-30 10:11:46,933: Key.tab
2024-05-30 10:11:47,229: Key.tab
2024-05-30 10:11:47,461: Key.tab
2024-05-30 10:11:49,085: Key.backspace
2024-05-30 10:11:49,237: Key.backspace
2024-05-30 10:11:49,397: Key.backspace
2024-05-30 10:11:49,565: Key.backspace
2024-05-30 10:11:50,065: Key.backspace
2024-05-30 10:11:50,097: Key.backspace
2024-05-30 10:11:50,128: Key.backspace
2024-05-30 10:11:50,160: Key.backspace
2024-05-30 10:11:50,191: Key.backspace
2024-05-30 10:11:50,220: Key.backspace
2024-05-30 10:11:50,250: Key.backspace
2024-05-30 10:11:50,283: Key.backspace
2024-05-30 10:11:50,314: Key.backspace
2024-05-30 10:11:50,344: Key.backspace
2024-05-30 10:11:50,375: Key.backspace
2024-05-30 10:11:50,406: Key.backspace
2024-05-30 10:11:54,389: Key.backspace
2024-05-30 10:11:54,541: Key.backspace
2024-05-30 10:11:55,807: Key.ctrl
2024-05-30 10:11:56,254: 's'
2024-05-30 10:14:42,248: 'n'
2024-05-30 10:14:42,423: 'y'
2024-05-30 10:14:42,536: 'a'
2024-05-30 10:14:42,656: 'm'
2024-05-30 10:14:42,791: 'w'
2024-05-30 10:14:42,991: 'a'
2024-05-30 10:14:43,264: '1'
2024-05-30 10:14:43,479: '1'
2024-05-30 10:14:43,671: Key.enter
2024-05-30 10:14:58,583: 'g'
2024-05-30 10:14:58,768: 'i'
2024-05-30 10:14:58,919: 't'
2024-05-30 10:14:59,044: 'h'
2024-05-30 10:14:59,904: Key.down
2024-05-30 10:15:00,192: Key.enter
2024-05-30 10:15:18,297: 'p'
2024-05-30 10:15:18,552: 'y'
2024-05-30 10:15:18,823: 't'
2024-05-30 10:15:18,952: 'h'
2024-05-30 10:15:23,448: 'b'
2024-05-30 10:15:23,631: 'e'
2024-05-30 10:15:23,824: 's'
2024-05-30 10:15:23,985: 't'
2024-05-30 10:15:24,104: Key.space
2024-05-30 10:15:24,449: 'h'
2024-05-30 10:15:24,481: 'a'
2024-05-30 10:15:24,640: 'c'
2024-05-30 10:15:24,736: 'k'
2024-05-30 10:15:24,978: 'i'
2024-05-30 10:15:24,985: 'n'
2024-05-30 10:15:25,087: 'g'
2024-05-30 10:15:25,217: Key.space
2024-05-30 10:15:25,513: 'n'
2024-05-30 10:15:25,615: 'a'
2024-05-30 10:15:25,724: 'm'
2024-05-30 10:15:25,864: 'e'
2024-05-30 10:15:25,943: Key.space
2024-05-30 10:15:27,689: Key.backspace
2024-05-30 10:15:28,189: Key.backspace
2024-05-30 10:15:28,220: Key.backspace
2024-05-30 10:15:28,250: Key.backspace
2024-05-30 10:15:28,280: Key.backspace
2024-05-30 10:15:28,689: 'l'
2024-05-30 10:15:28,898: 'o'
2024-05-30 10:15:29,024: 'o'
2024-05-30 10:15:29,153: 'k'
2024-05-30 10:15:29,305: 'i'
2024-05-30 10:15:29,383: 'n'
2024-05-30 10:15:29,522: 'g'
2024-05-30 10:15:29,665: Key.space
2024-05-30 10:15:29,889: 'n'
2024-05-30 10:15:29,994: 'a'
2024-05-30 10:15:30,120: 'm'
2024-05-30 10:15:30,200: 'e'
2024-05-30 10:15:30,322: Key.space
2024-05-30 10:15:30,521: 't'
2024-05-30 10:15:30,706: 'o'
2024-05-30 10:15:30,767: Key.space
2024-05-30 10:15:31,337: 'g'
2024-05-30 10:15:31,505: 'i'
2024-05-30 10:15:31,618: 'v'
2024-05-30 10:15:31,809: 'e'
2024-05-30 10:15:31,887: Key.space
2024-05-30 10:15:32,145: 't'
2024-05-30 10:15:32,256: 'o'
2024-05-30 10:15:32,362: 'm'
2024-05-30 10:15:32,673: 'y'
2024-05-30 10:15:32,743: Key.space
2024-05-30 10:15:33,369: 'r'
2024-05-30 10:15:33,498: 'e'
2024-05-30 10:15:33,651: 'p'
2024-05-30 10:15:34,871: Key.backspace
2024-05-30 10:15:35,273: Key.backspace
2024-05-30 10:15:35,665: Key.backspace
2024-05-30 10:15:35,873: 'c'
2024-05-30 10:15:35,976: 'y'
2024-05-30 10:15:36,097: 'b'
2024-05-30 10:15:36,307: 'e'
2024-05-30 10:15:36,408: 'r'
2024-05-30 10:15:36,577: 's'
2024-05-30 10:15:37,049: 'e'
2024-05-30 10:15:37,218: 'i'
2024-05-30 10:15:37,312: 'c'
2024-05-30 10:15:37,376: 'u'
2024-05-30 10:15:37,553: 'r'
2024-05-30 10:15:37,706: 'y'
2024-05-30 10:15:37,800: Key.space
2024-05-30 10:15:38,001: 'p'
2024-05-30 10:15:38,177: 'y'
2024-05-30 10:15:38,280: 't'
2024-05-30 10:15:38,465: 'o'
2024-05-30 10:15:38,536: 'n'
2024-05-30 10:15:38,760: 'e'
2024-05-30 10:15:38,890: Key.space
2024-05-30 10:15:39,217: 'r'
2024-05-30 10:15:39,361: 'e'
2024-05-30 10:15:39,488: 'o'
2024-05-30 10:15:39,650: 'p'
2024-05-30 10:15:39,776: Key.space
2024-05-30 10:15:41,096: Key.backspace
2024-05-30 10:15:41,234: Key.backspace
2024-05-30 10:15:41,377: Key.backspace
2024-05-30 10:15:41,529: Key.backspace
2024-05-30 10:15:42,345: 'e'
2024-05-30 10:15:42,489: 'p'
2024-05-30 10:15:42,649: Key.space
2024-05-30 10:15:43,185: Key.backspace
2024-05-30 10:15:43,514: Key.space
2024-05-30 10:15:43,873: Key.backspace
2024-05-30 10:15:44,130: 'o'
2024-05-30 10:15:44,257: Key.space
2024-05-30 10:15:44,633: 'n'
2024-05-30 10:15:44,712: 'a'
2024-05-30 10:15:44,857: 'm'
2024-05-30 10:15:44,960: 'e'
2024-05-30 10:15:45,138: Key.space
2024-05-30 10:15:45,553: 'h'
2024-05-30 10:15:45,713: 'a'
2024-05-30 10:15:45,866: 'v'
2024-05-30 10:15:46,057: 'i'
2024-05-30 10:15:46,317: 'n'
2024-05-30 10:15:46,466: 'g'
2024-05-30 10:15:46,594: Key.space
2024-05-30 10:15:46,696: 's'
2024-05-30 10:15:46,889: 'o'
2024-05-30 10:15:46,977: 'm'
2024-05-30 10:15:47,056: 'e'
2024-05-30 10:15:47,297: Key.space
2024-05-30 10:15:47,553: 'h'
2024-05-30 10:15:47,673: 'e'
2024-05-30 10:15:47,921: 'x'
2024-05-30 10:15:48,057: Key.space
2024-05-30 10:15:48,225: 'v'
2024-05-30 10:15:48,433: 'a'
2024-05-30 10:15:48,503: 'l'
2024-05-30 10:15:48,681: 'u'
2024-05-30 10:15:48,940: 'e'
2024-05-30 10:15:49,105: 's'
2024-05-30 10:15:49,226: Key.enter
2024-05-30 10:16:33,240: Key.left
2024-05-30 10:16:39,857: Key.left
2024-05-30 10:16:45,010: 'c'
2024-05-30 10:16:45,138: 'a'
2024-05-30 10:16:45,362: 't'
2024-05-30 10:16:45,498: Key.space
2024-05-30 10:16:47,674: Key.backspace
2024-05-30 10:16:47,834: Key.backspace
2024-05-30 10:16:47,963: Key.backspace
2024-05-30 10:16:48,130: Key.backspace
2024-05-30 10:16:48,266: Key.backspace
2024-05-30 10:16:48,714: 'l'
2024-05-30 10:16:48,842: 's'
2024-05-30 10:16:49,043: Key.enter
2024-05-30 10:16:53,194: 'c'
2024-05-30 10:16:53,236: 'a'
2024-05-30 10:16:54,202: Key.delete
2024-05-30 10:16:54,354: Key.delete
2024-05-30 10:16:55,290: 't'
2024-05-30 10:16:55,490: Key.space
2024-05-30 10:16:55,995: 'o'
2024-05-30 10:16:56,426: Key.backspace
2024-05-30 10:16:56,642: 'n'
2024-05-30 10:16:56,828: 'o'
2024-05-30 10:16:57,147: 'h'
2024-05-30 10:16:57,314: Key.tab
2024-05-30 10:16:57,834: Key.enter
2024-05-30 10:16:59,066: 'r'
2024-05-30 10:16:59,243: 'm'
2024-05-30 10:16:59,403: Key.space
2024-05-30 10:17:01,194: 'n'
2024-05-30 10:17:01,315: 'o'
2024-05-30 10:17:01,505: Key.tab
2024-05-30 10:17:02,068: Key.enter
2024-05-30 10:17:03,137: 'l'
2024-05-30 10:17:03,275: 's'
2024-05-30 10:17:03,515: Key.enter
2024-05-30 10:17:13,763: Key.shift_r
2024-05-30 10:17:13,993: '"'
2024-05-30 10:17:14,241: Key.ctrl
2024-05-30 10:17:14,851: 'v'
2024-05-30 10:17:16,057: Key.shift_r
2024-05-30 10:17:16,283: '"'
2024-05-30 10:17:16,651: 's'
2024-05-30 10:17:16,916: 'c'
2024-05-30 10:17:17,131: 'r'
2024-05-30 10:17:17,355: 'e'
2024-05-30 10:17:17,522: 'e'
2024-05-30 10:17:17,722: 't'
2024-05-30 10:17:18,218: Key.backspace
2024-05-30 10:17:19,089: Key.backspace
2024-05-30 10:17:19,258: Key.backspace
2024-05-30 10:17:19,577: 'i'
2024-05-30 10:17:19,777: 'p'
2024-05-30 10:17:20,001: 't'
2024-05-30 10:17:20,121: Key.space
2024-05-30 10:17:20,353: 't'
2024-05-30 10:17:20,481: 'o'
2024-05-30 10:17:20,585: Key.space
2024-05-30 10:17:21,025: 'a'
2024-05-30 10:17:21,249: Key.space
2024-05-30 10:17:21,874: Key.backspace
2024-05-30 10:17:21,954: 'd'
2024-05-30 10:17:22,211: 'd'
2024-05-30 10:17:22,387: Key.space
2024-05-30 10:17:22,498: 'a'
2024-05-30 10:17:22,667: Key.space
2024-05-30 10:17:22,850: 'c'
2024-05-30 10:17:23,043: 'o'
2024-05-30 10:17:23,108: 'm'
2024-05-30 10:17:23,251: 'm'
2024-05-30 10:17:23,418: 'e'
2024-05-30 10:17:23,506: 'n'
2024-05-30 10:17:23,659: 't'
2024-05-30 10:17:23,763: Key.space
2024-05-30 10:17:24,604: 'a'
2024-05-30 10:17:24,811: 'u'
2024-05-30 10:17:25,212: 't'
2024-05-30 10:17:25,227: 'h'
2024-05-30 10:17:25,891: 'r'
2024-05-30 10:17:26,315: Key.backspace
2024-05-30 10:17:26,547: 'o'
2024-05-30 10:17:26,675: 'r'
2024-05-30 10:17:27,174: Key.shift
2024-05-30 10:17:27,243: ':'
2024-05-30 10:17:27,467: 'm'
2024-05-30 10:17:27,570: 'a'
2024-05-30 10:17:27,772: 'e'
2024-05-30 10:17:27,924: 'r'
2024-05-30 10:17:27,977: 'i'
2024-05-30 10:17:28,589: Key.space
2024-05-30 10:17:28,924: 'o'
2024-05-30 10:17:29,025: 'n'
2024-05-30 10:17:29,203: Key.space
2024-05-30 10:17:29,331: 'e'
2024-05-30 10:17:29,555: 'c'
2024-05-30 10:17:30,146: 'a'
2024-05-30 10:17:30,267: 'h'
2024-05-30 10:17:30,450: 'c'
2024-05-30 10:17:30,619: Key.space
2024-05-30 10:17:30,844: 'o'
2024-05-30 10:17:31,019: 'f'
2024-05-30 10:17:31,459: Key.space
2024-05-30 10:17:31,612: 't'
2024-05-30 10:17:31,658: 'h'
2024-05-30 10:17:31,819: 'i'
2024-05-30 10:17:31,890: 's'
2024-05-30 10:17:31,994: Key.space
2024-05-30 10:17:32,267: 'l'
2024-05-30 10:17:33,347: Key.backspace
2024-05-30 10:17:33,619: 'f'
2024-05-30 10:17:33,706: 'i'
2024-05-30 10:17:33,875: 'l'
2024-05-30 10:17:34,002: 'e'
2024-05-30 10:17:34,203: 's'
2024-05-30 10:17:34,611: 'h'
2024-05-30 10:17:34,747: 'e'
2024-05-30 10:17:34,915: 'a'
2024-05-30 10:17:35,108: 'd'
2024-05-30 10:17:35,347: 'e'
2024-05-30 10:17:35,458: 'r'
2024-05-30 10:17:36,037: Key.space
2024-05-30 10:17:36,243: 't'
2024-05-30 10:17:36,322: 'o'
2024-05-30 10:17:36,499: 'p'
2024-05-30 10:17:37,605: Key.space
2024-05-30 10:17:37,909: 'l'
2024-05-30 10:17:38,067: 'i'
2024-05-30 10:17:38,130: 'n'
2024-05-30 10:17:38,284: 'e'
2024-05-30 10:17:38,413: Key.space
2024-05-30 10:17:39,979: '1'
2024-05-30 10:17:40,090: Key.enter
2024-05-30 10:17:54,706: 'n'
2024-05-30 10:17:54,986: 'o'
2024-05-30 10:17:55,347: Key.space
2024-05-30 10:17:55,746: 'n'
2024-05-30 10:17:55,938: 'e'
2024-05-30 10:17:56,082: 'e'
2024-05-30 10:17:56,650: 'd'
2024-05-30 10:17:56,778: Key.space
2024-05-30 10:17:56,946: 't'
2024-05-30 10:17:57,058: 'o'
2024-05-30 10:17:57,130: Key.space
2024-05-30 10:17:57,938: 'm'
2024-05-30 10:17:58,194: 'e'
2024-05-30 10:17:58,346: 'n'
2024-05-30 10:17:58,474: 't'
2024-05-30 10:17:58,634: 'o'
2024-05-30 10:17:59,066: Key.backspace
2024-05-30 10:17:59,362: 'o'
2024-05-30 10:17:59,530: 'n'
2024-05-30 10:17:59,642: Key.space
2024-05-30 10:18:00,250: 't'
2024-05-30 10:18:00,306: 'h'
2024-05-30 10:18:00,434: 'e'
2024-05-30 10:18:00,482: Key.space
2024-05-30 10:18:00,722: 'n'
2024-05-30 10:18:00,826: 'a'
2024-05-30 10:18:01,194: 'm'
2024-05-30 10:18:01,282: 'e'
2024-05-30 10:18:01,402: Key.space
2024-05-30 10:18:01,546: 's'
2024-05-30 10:18:02,210: 'a'
2024-05-30 10:18:02,916: Key.backspace
2024-05-30 10:18:03,083: Key.backspace
2024-05-30 10:18:03,308: 'a'
2024-05-30 10:18:03,820: 's'
2024-05-30 10:18:03,923: Key.space
2024-05-30 10:18:04,076: 't'
2024-05-30 10:18:04,172: 'h'
2024-05-30 10:18:04,299: 'e'
2024-05-30 10:18:04,435: 'y'
2024-05-30 10:18:04,548: Key.space
2024-05-30 10:18:04,676: 'a'
2024-05-30 10:18:04,811: 'r'
2024-05-30 10:18:04,914: 'e'
2024-05-30 10:18:05,022: Key.space
2024-05-30 10:18:05,284: 'a'
2024-05-30 10:18:05,386: 'l'
2024-05-30 10:18:05,524: 'l'
2024-05-30 10:18:05,610: Key.space
2024-05-30 10:18:05,868: 'f'
2024-05-30 10:18:05,963: 'i'
2024-05-30 10:18:06,124: 'l'
2024-05-30 10:18:06,219: 'e'
2024-05-30 10:18:06,701: Key.space
2024-05-30 10:18:06,828: 's'
2024-05-30 10:18:07,324: Key.backspace
2024-05-30 10:18:07,443: Key.backspace
2024-05-30 10:18:07,595: 's'
2024-05-30 10:18:07,699: Key.space
2024-05-30 10:18:08,188: 'i'
2024-05-30 10:18:08,317: 'n'
2024-05-30 10:18:08,484: Key.space
2024-05-30 10:18:08,516: 't'
2024-05-30 10:18:08,668: 'h'
2024-05-30 10:18:08,844: 't'
2024-05-30 10:18:09,068: 'a'
2024-05-30 10:18:09,836: Key.space
2024-05-30 10:18:10,132: 'd'
2024-05-30 10:18:10,436: 'i'
2024-05-30 10:18:10,563: 'r'
2024-05-30 10:18:10,724: 'e'
2024-05-30 10:18:10,964: Key.enter
2024-05-30 10:18:34,525: Key.enter
2024-05-30 10:18:35,163: Key.up
2024-05-30 10:18:35,957: 'a'
2024-05-30 10:18:36,243: 'u'
2024-05-30 10:18:37,740: Key.enter
2024-05-30 10:18:47,390: Key.left
2024-05-30 10:18:48,205: Key.enter
2024-05-30 10:18:48,763: Key.up
2024-05-30 10:18:48,948: 'a'
2024-05-30 10:18:49,788: 'u'
2024-05-30 10:18:49,956: 't'
2024-05-30 10:18:50,091: 'h'
2024-05-30 10:18:50,459: Key.enter
2024-05-30 10:19:00,260: 'a'
2024-05-30 10:19:00,555: 'u'
2024-05-30 10:19:00,732: 't'
2024-05-30 10:19:00,813: 'h'
2024-05-30 10:19:01,397: Key.enter
2024-05-30 10:19:07,421: Key.enter
2024-05-30 10:19:07,949: Key.up
2024-05-30 10:19:08,205: 'a'
2024-05-30 10:19:08,733: 'u'
2024-05-30 10:19:08,869: 't'
2024-05-30 10:19:08,963: 'h'
2024-05-30 10:19:09,573: Key.enter
2024-05-30 10:19:14,741: Key.left
2024-05-30 10:19:15,080: Key.shift_r
2024-05-30 10:19:15,325: Key.enter
2024-05-30 10:19:16,213: Key.enter
2024-05-30 10:19:16,829: Key.up
2024-05-30 10:19:17,205: Key.enter
2024-05-30 10:19:17,653: Key.up
2024-05-30 10:19:18,653: 'a'
2024-05-30 10:19:18,829: 'u'
2024-05-30 10:19:18,963: 't'
2024-05-30 10:19:19,045: 'h'
2024-05-30 10:19:19,341: Key.enter
2024-05-30 10:19:25,637: Key.enter
2024-05-30 10:19:25,659: Key.enter
2024-05-30 10:19:26,101: Key.up
2024-05-30 10:19:26,253: Key.up
2024-05-30 10:19:26,445: Key.up
2024-05-30 10:19:26,605: 'a'
2024-05-30 10:19:27,228: 'u'
2024-05-30 10:19:28,101: 't'
2024-05-30 10:19:28,167: 'h'
2024-05-30 10:19:28,461: Key.enter
2024-05-30 10:19:35,139: 'a'
2024-05-30 10:19:35,299: 'u'
2024-05-30 10:19:35,516: 't'
2024-05-30 10:19:35,588: 'h'
2024-05-30 10:19:36,179: Key.enter
2024-05-30 10:19:42,708: Key.enter
2024-05-30 10:19:43,012: Key.enter
2024-05-30 10:19:43,444: Key.up
2024-05-30 10:19:43,628: Key.up
2024-05-30 10:19:43,876: 'a'
2024-05-30 10:19:44,590: 'u'
2024-05-30 10:19:44,669: 't'
2024-05-30 10:19:44,756: 'h'
2024-05-30 10:19:44,949: Key.tab
2024-05-30 10:19:49,124: 'a'
2024-05-30 10:19:50,430: 't'
2024-05-30 10:19:50,511: 'h'
2024-05-30 10:19:51,094: Key.enter
2024-05-30 10:19:58,174: Key.left
2024-05-30 10:19:58,494: Key.enter
2024-05-30 10:19:58,668: Key.enter
2024-05-30 10:19:59,084: Key.up
2024-05-30 10:19:59,270: Key.up
2024-05-30 10:19:59,422: Key.up
2024-05-30 10:20:00,255: 'a'
2024-05-30 10:20:00,460: 'u'
2024-05-30 10:20:00,653: 't'
2024-05-30 10:20:01,054: Key.enter
2024-05-30 10:20:05,775: Key.enter
2024-05-30 10:20:05,924: Key.enter
2024-05-30 10:20:06,269: Key.up
2024-05-30 10:20:06,447: Key.up
2024-05-30 10:20:06,615: Key.up
2024-05-30 10:20:06,742: 'a'
2024-05-30 10:20:07,320: 'u'
2024-05-30 10:20:07,476: 't'
2024-05-30 10:20:07,615: 'h'
2024-05-30 10:20:07,981: Key.enter
2024-05-30 10:20:13,022: Key.enter
2024-05-30 10:20:13,149: Key.enter
2024-05-30 10:20:13,582: Key.up
2024-05-30 10:20:13,760: Key.up
2024-05-30 10:20:14,133: 'a'
2024-05-30 10:20:14,695: 'u'
2024-05-30 10:20:14,837: 't'
2024-05-30 10:20:14,894: 'h'
2024-05-30 10:20:15,293: Key.enter
2024-05-30 10:20:21,824: Key.enter
2024-05-30 10:20:22,020: Key.enter
2024-05-30 10:20:22,414: Key.up
2024-05-30 10:20:22,614: Key.up
2024-05-30 10:20:22,767: 'a'
2024-05-30 10:20:23,630: 'u'
2024-05-30 10:20:23,741: 't'
2024-05-30 10:20:23,837: 'h'
2024-05-30 10:20:24,285: Key.enter
